UTILITY,LOAD_ZONE,ESCO,OFFER_ID,COMMODITY,OFFER_TYPE,IS_ACTIVE,RATE,RENEWABLE_ENERGY_OFFER,MINIMUM_TERM,IS_CANCELLATION_FEE,CANCELLATION_FEE,CREATED_DATE,UPDATED_DATE,COMMENTS,IS_GUARANTEED_SAVING,PERCENTAGE_RENEWABLE,ENERGY_SOURCE,IS_EDPCOMPLIANT,VALUE_ADDED
"New York State Electric & Gas Corporation","NYSEG in Zone A","Marathon Energy","354555","ELECTRIC","Fixed","Yes",".1185 kWh","Yes","12 Month(s)","Yes","CALCULATED UPON CANCELLATION","04/11/2022 04:39:01 PM","null","$0.1185 Is FIXED RATE FOR APRIL 2022. TERMINATION FEES APPLY. CALL 1-888-779-7255.
","NO","1","Fuel Cells,Hydroelectric,Liquid Biofuel,Solar,Tidal - Ocean,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone A","Marathon Energy","354556","ELECTRIC","Fixed","Yes",".1063 kWh","Yes","24 Month(s)","Yes","CALCULATED UPON CANCELLATION","04/11/2022 04:39:22 PM","null","$0.1063 Is FIXED RATE FOR APRIL 2022. TERMINATION FEES APPLY. CALL 1-888-779-7255.
","NO","1","Fuel Cells,Hydroelectric,Liquid Biofuel,Solar,Tidal - Ocean,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone A","New York Gas & Electric","353956","ELECTRIC","Variable","Yes",".0999 kWh","No","0 Month(s)","No","null","04/01/2022 02:59:36 AM","null","Power Flex Home Protect lets you stay flexible with a monthly electricity rate and rest easy with an included service plan - which covers the repair and/or replacement of covered parts of your HVAC and your home&#39;s internal electrical lines.","NO","0","null","YES","YES",
"New York State Electric & Gas Corporation","NYSEG in Zone A","New York State Electric & Gas Corporation","354226","ELECTRIC","Variable","Yes",".08476282 kWh","No","0 ","No","null","04/07/2022 08:09:31 AM","null","null","NO","0","null","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone A","Noco Electric, LLC.","354801","ELECTRIC","Variable","Yes",".074812 kWh","No","1 Month(s)","No","null","04/15/2022 11:13:22 AM","null","null","YES","0","null","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone A","Pay Less Energy, LLC","354336","ELECTRIC","Fixed","Yes",".1136 kWh","Yes","12 Month(s)","No","null","04/07/2022 09:58:45 AM","null","null","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone A","Pay Less Energy, LLC","354337","ELECTRIC","Fixed","Yes",".1068 kWh","Yes","18 Month(s)","No","null","04/07/2022 09:58:57 AM","null","null","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone A","Pay Less Energy, LLC","354338","ELECTRIC","Fixed","Yes",".1046 kWh","Yes","24 Month(s)","No","null","04/07/2022 09:59:07 AM","null","null","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone A","Pay Less Energy, LLC","354339","ELECTRIC","Fixed","Yes",".1011 kWh","Yes","30 Month(s)","No","null","04/07/2022 09:59:19 AM","null","null","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone A","Pay Less Energy, LLC","354364","ELECTRIC","Fixed","Yes",".1071 kWh","Yes","12 Month(s)","No","null","04/07/2022 10:04:32 AM","null","null","NO","0.6","Hydroelectric,Solar,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone A","Pay Less Energy, LLC","354365","ELECTRIC","Fixed","Yes",".1003 kWh","Yes","18 Month(s)","No","null","04/07/2022 10:04:49 AM","null","null","NO","0.6","Hydroelectric,Solar,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone A","Pay Less Energy, LLC","354366","ELECTRIC","Fixed","Yes",".0981 kWh","Yes","24 Month(s)","No","null","04/07/2022 10:05:05 AM","null","null","NO","0.6","Hydroelectric,Solar,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone A","Pay Less Energy, LLC","354367","ELECTRIC","Fixed","Yes",".0946 kWh","Yes","30 Month(s)","No","null","04/07/2022 10:05:26 AM","null","null","NO","0.6","Hydroelectric,Solar,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone A","Source Power Company","354859","ELECTRIC","Variable","Yes",".0765 kWh","No","1 Month(s)","No","null","04/15/2022 02:55:12 PM","null","null","YES","0","null","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone B","Ambit New York, LLC","354596","ELECTRIC","Variable","Yes",".0857 kWh","No","1 Month(s)","No","null","04/12/2022 11:12:07 AM","null","Ambit&#39;s Guaranteed Savings Plan (GSP) provides a 1% annual savings compared to what the incumbent utility would have charged if you were a full-service customer for the same period. After 12 consecutive months on the GSP, you&#39;ll either save with Ambit or we&#39;ll mail a check for the difference. ","YES","0","null","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone B","Energy Cooperative of New York","354087","ELECTRIC","Variable","Yes",".089226 kWh","No","0 Month(s)","No","null","04/01/2022 12:00:14 PM","null","null","YES","0","null","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone C","Ambit New York, LLC","354594","ELECTRIC","Variable","Yes",".0857 kWh","No","1 Month(s)","No","null","04/12/2022 11:11:48 AM","null","Ambit&#39;s Guaranteed Savings Plan (GSP) provides a 1% annual savings compared to what the incumbent utility would have charged if you were a full-service customer for the same period. After 12 consecutive months on the GSP, you&#39;ll either save with Ambit or we&#39;ll mail a check for the difference. ","YES","0","null","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone C","American Power & Gas, LLC","354791","ELECTRIC","Variable","Yes",".0749 kWh","Yes","48 Month(s)","No","null","04/15/2022 07:35:06 AM","null","Introductory rate with a variable rate thereafter plus 25% Guaranteed Rebate on average monthly supply charges after 12 months.","NO","0.5","Fuel Cells,Hydroelectric,Solar,Tidal - Ocean,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone C","Clean Choice Energy, Inc.","353971","ELECTRIC","Fixed","Yes",".115 kWh","Yes","24 Month(s)","No","null","04/01/2022 09:36:16 AM","null","Choose 100% clean, pollution-free wind &amp; solar with CleanChoice Energy today. Sign up online at mycleanchoice.com/ny24 or call 1-800-260-0184.","NO","1","Solar,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone C","Energy Cooperative of New York","354088","ELECTRIC","Variable","Yes",".089226 kWh","No","0 Month(s)","No","null","04/01/2022 12:00:50 PM","null","null","YES","0","null","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone C","Just Energy","353707","ELECTRIC","Fixed","Yes",".0849 kWh","Yes","24 Month(s)","Yes","$50.00 Cancellation Fee if you called the utility- it will be waived if you called Just Energy","03/29/2022 03:04:56 PM","null","null","NO","1","Hydroelectric,Solar,Tidal - Ocean,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone C","Just Energy","353708","ELECTRIC","Fixed","Yes",".0829 kWh","Yes","36 Month(s)","Yes","$50.00 Cancellation Fee if you called the utility- it will be waived if you called Just Energy","03/29/2022 03:05:32 PM","null","null","NO","1","Hydroelectric,Solar,Tidal - Ocean,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone C","Marathon Energy","354557","ELECTRIC","Fixed","Yes",".1162 kWh","Yes","6 Month(s)","Yes","CALCULATED UPON CANCELLATION","04/11/2022 04:40:37 PM","null","$0.1162 Is FIXED RATE FOR APRIL 2022. TERMINATION FEES APPLY. CALL 1-888-779-7255.
","NO","1","Fuel Cells,Hydroelectric,Liquid Biofuel,Solar,Tidal - Ocean,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone C","Marathon Energy","354558","ELECTRIC","Fixed","Yes",".1169 kWh","Yes","12 Month(s)","Yes","CALCULATED UPON CANCELLATION","04/11/2022 04:41:03 PM","null","$0.1169 Is FIXED RATE FOR APRIL 2022. TERMINATION FEES APPLY. CALL 1-888-779-7255.
","NO","1","Fuel Cells,Hydroelectric,Liquid Biofuel,Solar,Tidal - Ocean,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone C","Marathon Energy","354559","ELECTRIC","Fixed","Yes",".1041 kWh","Yes","24 Month(s)","Yes","CALCULATED UPON CANCELLATION","04/11/2022 04:41:27 PM","null","$0.1041 Is FIXED RATE FOR APRIL 2022. TERMINATION FEES APPLY. CALL 1-888-779-7255.
","NO","1","Fuel Cells,Hydroelectric,Liquid Biofuel,Solar,Tidal - Ocean,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone C","New York State Electric & Gas Corporation","354227","ELECTRIC","Variable","Yes",".08476282 kWh","No","0 ","No","null","04/07/2022 08:10:03 AM","null","null","NO","0","null","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone C","Noco Electric, LLC.","354799","ELECTRIC","Variable","Yes",".077484 kWh","No","1 Month(s)","No","null","04/15/2022 11:12:55 AM","null","null","YES","0","null","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone C","Source Power Company","354861","ELECTRIC","Variable","Yes",".0765 kWh","No","1 Month(s)","No","null","04/15/2022 02:55:37 PM","null","null","YES","0","null","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone D","Ambit New York, LLC","354592","ELECTRIC","Variable","Yes",".0857 kWh","No","1 Month(s)","No","null","04/12/2022 11:11:23 AM","null","Ambit&#39;s Guaranteed Savings Plan (GSP) provides a 1% annual savings compared to what the incumbent utility would have charged if you were a full-service customer for the same period. After 12 consecutive months on the GSP, you&#39;ll either save with Ambit or we&#39;ll mail a check for the difference. ","YES","0","null","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone D","American Power & Gas, LLC","354789","ELECTRIC","Variable","Yes",".0749 kWh","Yes","48 Month(s)","No","null","04/15/2022 07:34:34 AM","null","Introductory rate with a variable rate thereafter plus 25% Guaranteed Rebate on average monthly supply charges after 12 months.","NO","0.5","Fuel Cells,Hydroelectric,Solar,Tidal - Ocean,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone D","Clean Choice Energy, Inc.","353981","ELECTRIC","Fixed","Yes",".11 kWh","Yes","24 Month(s)","No","null","04/01/2022 09:50:54 AM","null","Choose 100% clean, pollution-free wind &amp; solar with CleanChoice Energy today. Sign up online at mycleanchoice.com/ny24 or call 1-800-260-0184.","NO","1","Solar,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone D","Energy Cooperative of New York","354092","ELECTRIC","Variable","Yes",".089226 kWh","No","0 Month(s)","No","null","04/01/2022 12:03:20 PM","null",".","YES","0","null","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone D","Great American Gas & Electric, LLC","354151","ELECTRIC","Fixed","Yes",".0953 kWh","Yes","12 Month(s)","Yes","100","04/04/2022 12:11:08 PM","null","null","NO","0.5","Solar,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone D","Just Energy","353709","ELECTRIC","Fixed","Yes",".0819 kWh","Yes","24 Month(s)","Yes","$50.00 Cancellation Fee if you called the utility- it will be waived if you called Just Energy","03/29/2022 03:06:04 PM","null","null","NO","1","Hydroelectric,Solar,Tidal - Ocean,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone D","Just Energy","353710","ELECTRIC","Fixed","Yes",".0799 kWh","Yes","36 Month(s)","Yes","$50.00 Cancellation Fee if you called the utility- it will be waived if you called Just Energy","03/29/2022 03:06:40 PM","null","null","NO","1","Hydroelectric,Solar,Tidal - Ocean,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone D","Marathon Energy","354560","ELECTRIC","Fixed","Yes",".1114 kWh","Yes","6 Month(s)","Yes","CALCULATED UPON CANCELLATION","04/11/2022 04:42:29 PM","null","$0.1114 Is FIXED RATE FOR APRIL 2022. TERMINATION FEES APPLY. CALL 1-888-779-7255.
","NO","1","Fuel Cells,Hydroelectric,Liquid Biofuel,Solar,Tidal - Ocean,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone D","Marathon Energy","354561","ELECTRIC","Fixed","Yes",".1118 kWh","Yes","12 Month(s)","Yes","CALCULATED UPON CANCELLATION","04/11/2022 04:45:07 PM","null","$0.1118 Is FIXED RATE FOR APRIL 2022. TERMINATION FEES APPLY. CALL 1-888-779-7255.
","NO","1","Fuel Cells,Hydroelectric,Liquid Biofuel,Solar,Tidal - Ocean,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone D","Marathon Energy","354562","ELECTRIC","Fixed","Yes",".0998 kWh","Yes","24 Month(s)","Yes","CALCULATED UPON CANCELLATION","04/11/2022 04:45:29 PM","null","$0.0998 Is FIXED RATE FOR APRIL 2022. TERMINATION FEES APPLY. CALL 1-888-779-7255.
","NO","1","Fuel Cells,Hydroelectric,Liquid Biofuel,Solar,Tidal - Ocean,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone D","New York State Electric & Gas Corporation","354228","ELECTRIC","Variable","Yes",".08476282 kWh","No","0 ","No","null","04/07/2022 08:11:09 AM","null","null","NO","0","null","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone D","Noco Electric, LLC.","354800","ELECTRIC","Variable","Yes",".074399 kWh","No","1 Month(s)","No","null","04/15/2022 11:13:07 AM","null","null","YES","0","null","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone D","Source Power Company","354862","ELECTRIC","Variable","Yes",".0765 kWh","No","1 Month(s)","No","null","04/15/2022 02:55:56 PM","null","null","YES","0","null","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone E","Ambit New York, LLC","354590","ELECTRIC","Variable","Yes",".0857 kWh","No","1 Month(s)","No","null","04/12/2022 11:11:02 AM","null","Ambit&#39;s Guaranteed Savings Plan (GSP) provides a 1% annual savings compared to what the incumbent utility would have charged if you were a full-service customer for the same period. After 12 consecutive months on the GSP, you&#39;ll either save with Ambit or we&#39;ll mail a check for the difference. 
","YES","0","null","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone E","American Power & Gas, LLC","354787","ELECTRIC","Variable","Yes",".0749 kWh","Yes","48 Month(s)","No","null","04/15/2022 07:34:07 AM","null","Introductory rate with a variable rate thereafter plus 25% Guaranteed Rebate on average monthly supply charges after 12 months.","NO","0.5","Fuel Cells,Hydroelectric,Solar,Tidal - Ocean,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone E","Clean Choice Energy, Inc.","353979","ELECTRIC","Fixed","Yes",".112 kWh","Yes","24 Month(s)","No","null","04/01/2022 09:47:58 AM","null","Choose 100% clean, pollution-free wind &amp; solar with CleanChoice Energy today. Sign up online at mycleanchoice.com/ny24 or call 1-800-260-0184. ","NO","1","Solar,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone E","Energy Cooperative of New York","354090","ELECTRIC","Variable","Yes",".089226 kWh","No","0 Month(s)","No","null","04/01/2022 12:02:13 PM","null","null","YES","0","null","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone E","Great American Gas & Electric, LLC","354152","ELECTRIC","Fixed","Yes",".10001 kWh","Yes","12 Month(s)","Yes","100","04/04/2022 12:11:19 PM","null","null","NO","0.5","Solar,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone E","Just Energy","353711","ELECTRIC","Fixed","Yes",".0839 kWh","Yes","24 Month(s)","Yes","$50.00 Cancellation Fee if you called the utility- it will be waived if you called Just Energy","03/29/2022 03:07:17 PM","null","null","NO","1","Hydroelectric,Solar,Tidal - Ocean,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone E","Just Energy","353712","ELECTRIC","Fixed","Yes",".0819 kWh","Yes","36 Month(s)","Yes","$50.00 Cancellation Fee if you called the utility- it will be waived if you called Just Energy","03/29/2022 03:07:53 PM","null","null","NO","1","Hydroelectric,Solar,Tidal - Ocean,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone E","Marathon Energy","354563","ELECTRIC","Fixed","Yes",".1176 kWh","Yes","6 Month(s)","Yes","CALCULATED UPON CANCELLATION","04/11/2022 04:46:06 PM","null","$0.1176 Is FIXED RATE FOR APRIL 2022. TERMINATION FEES APPLY. CALL 1-888-779-7255.
","NO","1","Fuel Cells,Hydroelectric,Liquid Biofuel,Solar,Tidal - Ocean,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone E","Marathon Energy","354564","ELECTRIC","Fixed","Yes",".1136 kWh","Yes","12 Month(s)","Yes","CALCULATED UPON CANCELLATION","04/11/2022 04:46:28 PM","null","$0.1136 Is FIXED RATE FOR APRIL 2022. TERMINATION FEES APPLY. CALL 1-888-779-7255.
","NO","1","Fuel Cells,Hydroelectric,Liquid Biofuel,Solar,Tidal - Ocean,Wind","YES","NO",
