UTILITY,LOAD_ZONE,ESCO,OFFER_ID,COMMODITY,OFFER_TYPE,IS_ACTIVE,RATE,RENEWABLE_ENERGY_OFFER,MINIMUM_TERM,IS_CANCELLATION_FEE,CANCELLATION_FEE,CREATED_DATE,UPDATED_DATE,COMMENTS,IS_GUARANTEED_SAVING,PERCENTAGE_RENEWABLE,ENERGY_SOURCE,IS_EDPCOMPLIANT,VALUE_ADDED,
"New York State Electric & Gas Corporation","NYSEG in Zone D","Ambit New York, LLC","351086","ELECTRIC","Variable","Yes",".0665 kWh","No","1 Month(s)","No","null","02/08/2022 11:04:52 AM","null","Ambit&#39;s Guaranteed Savings Plan (GSP) provides a 1% annual savings compared to what the incumbent utility would have charged if you were a full-service customer for the same period. After 12 consecutive months on the GSP, you&#39;ll either save with Ambit or we&#39;ll mail a check for the difference. ","YES","0","null","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone D","American Power & Gas, LLC","350789","ELECTRIC","Variable","Yes",".0699 kWh","Yes","48 Month(s)","No","null","02/03/2022 10:00:02 AM","null","Introductory rate with a variable rate thereafter plus 25% Guaranteed Rebate on average monthly supply charges after 12 months.","NO","0.5","Fuel Cells,Hydroelectric,Solar,Tidal - Ocean,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone D","CleanChoice Energy","350767","ELECTRIC","Fixed","Yes",".105 kWh","Yes","24 Month(s)","No","null","02/02/2022 03:43:41 PM","null","Choose 100% clean, pollution-free wind &amp; solar with CleanChoice Energy today. Sign up online at mycleanchoice.com/ny24 or call 1-800-260-0184.","NO","1","Solar,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone D","Energy Cooperative of New York","350557","ELECTRIC","Variable","Yes",".068736 kWh","No","0 Month(s)","No","null","02/01/2022 01:13:09 PM","null",".","YES","0","null","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone D","Energy Cooperative of New York","350564","ELECTRIC","Variable","Yes",".078736 kWh","Yes","0 Month(s)","No","null","02/01/2022 01:17:24 PM","null","null","NO","1","Hydroelectric,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone D","Great American Gas & Electric, LLC","351003","ELECTRIC","Fixed","Yes",".08017 kWh","Yes","12 Month(s)","Yes","100","02/07/2022 01:24:44 PM","null","null","NO","0.5","Solar,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone D","Just Energy","351066","ELECTRIC","Fixed","Yes",".0639 kWh","Yes","24 Month(s)","Yes","$50.00 Cancellation Fee if you called the utility- it will be waived if you called Just Energy","02/08/2022 04:25:11 AM","null","null","NO","1","Fuel Cells,Hydroelectric,Solar,Tidal - Ocean,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone D","Just Energy","351068","ELECTRIC","Fixed","Yes",".0619 kWh","Yes","36 Month(s)","Yes","$50.00 Cancellation Fee if you called the utility- it will be waived if you called Just Energy","02/08/2022 04:26:32 AM","null","null","NO","1","Fuel Cells,Hydroelectric,Solar,Tidal - Ocean,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone D","Marathon Energy","350973","ELECTRIC","Fixed","Yes",".0891 kWh","Yes","6 Month(s)","Yes","CALCULATED UPON CANCELLATION","02/07/2022 12:01:09 PM","null","$0.0891 Is FIXED RATE FOR FEBRUARY 2022. TERMINATION FEES APPLY. CALL 1-888-779-7255.
","NO","1","Fuel Cells,Hydroelectric,Liquid Biofuel,Solar,Tidal - Ocean,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone D","Marathon Energy","350974","ELECTRIC","Fixed","Yes",".0901 kWh","Yes","12 Month(s)","Yes","CALCULATED UPON CANCELLATION","02/07/2022 12:02:41 PM","null","$0.0901 Is FIXED RATE FOR FEBRUARY 2022. TERMINATION FEES APPLY. CALL 1-888-779-7255.
","NO","1","Fuel Cells,Hydroelectric,Liquid Biofuel,Solar,Tidal - Ocean,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone D","Marathon Energy","350975","ELECTRIC","Fixed","Yes",".0851 kWh","Yes","24 Month(s)","Yes","CALCULATED UPON CANCELLATION","02/07/2022 12:05:09 PM","null","$0.0851 Is FIXED RATE FOR FEBRUARY 2022. TERMINATION FEES APPLY. CALL 1-888-779-7255.
","NO","1","Fuel Cells,Hydroelectric,Liquid Biofuel,Solar,Tidal - Ocean,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone D","New York State Electric & Gas Corporation","350468","ELECTRIC","Variable","Yes",".06909724 kWh","No","0 ","No","null","02/01/2022 08:45:52 AM","null","null","NO","0","null","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone D","Noco Electric, LLC.","349545","ELECTRIC","Variable","Yes",".056928 kWh","No","1 Month(s)","No","null","01/13/2022 03:17:27 PM","null","null","YES","0","null","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone D","Smart Energy Holdings, LLC","350829","ELECTRIC","Fixed","Yes",".094 kWh","Yes","36 Month(s)","No","null","02/03/2022 03:04:10 PM","null","null","NO","1","Fuel Cells,Hydroelectric,Liquid Biofuel,Solar,Tidal - Ocean,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone D","Source Power Company","350365","ELECTRIC","Variable","Yes",".089 kWh","No","1 Month(s)","No","null","01/31/2022 12:03:22 PM","null","null","YES","0","null","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone E","Ambit New York, LLC","351088","ELECTRIC","Variable","Yes",".0665 kWh","No","1 Month(s)","No","null","02/08/2022 11:05:37 AM","null","Ambit&#39;s Guaranteed Savings Plan (GSP) provides a 1% annual savings compared to what the incumbent utility would have charged if you were a full-service customer for the same period. After 12 consecutive months on the GSP, you&#39;ll either save with Ambit or we&#39;ll mail a check for the difference. 
","YES","0","null","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone E","American Power & Gas, LLC","350791","ELECTRIC","Variable","Yes",".0699 kWh","Yes","48 Month(s)","No","null","02/03/2022 10:00:29 AM","null","Introductory rate with a variable rate thereafter plus 25% Guaranteed Rebate on average monthly supply charges after 12 months.","NO","0.5","Fuel Cells,Hydroelectric,Solar,Tidal - Ocean,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone E","CleanChoice Energy","350765","ELECTRIC","Fixed","Yes",".108 kWh","Yes","24 Month(s)","No","null","02/02/2022 03:41:50 PM","null","Choose 100% clean, pollution-free wind &amp; solar with CleanChoice Energy today. Sign up online at mycleanchoice.com/ny24 or call 1-800-260-0184. ","NO","1","Solar,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone E","Energy Cooperative of New York","350555","ELECTRIC","Variable","Yes",".068736 kWh","No","0 Month(s)","No","null","02/01/2022 01:12:05 PM","null","null","YES","0","null","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone E","Energy Cooperative of New York","350565","ELECTRIC","Variable","Yes",".078736 kWh","Yes","0 Month(s)","No","null","02/01/2022 01:17:59 PM","null","null","NO","1","Hydroelectric,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone E","Great American Gas & Electric, LLC","351007","ELECTRIC","Fixed","Yes",".08456 kWh","Yes","12 Month(s)","Yes","100","02/07/2022 01:25:35 PM","null","null","NO","0.5","Solar,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone E","Just Energy","351037","ELECTRIC","Fixed","Yes",".0689 kWh","Yes","24 Month(s)","Yes","$50.00 Cancellation Fee if you called the utility- it will be waived if you called Just Energy","02/08/2022 04:08:11 AM","null","null","NO","1","Fuel Cells,Hydroelectric,Solar,Tidal - Ocean,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone E","Just Energy","351050","ELECTRIC","Fixed","Yes",".0679 kWh","Yes","36 Month(s)","Yes","$50.00 Cancellation Fee if you called the utility- it will be waived if you called Just Energy","02/08/2022 04:15:13 AM","null","null","NO","1","Fuel Cells,Hydroelectric,Solar,Tidal - Ocean,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone E","Marathon Energy","350976","ELECTRIC","Fixed","Yes",".0944 kWh","Yes","6 Month(s)","Yes","CALCULATED UPON CANCELLATION","02/07/2022 12:08:33 PM","null","$0.0944 Is FIXED RATE FOR FEBRUARY 2022. TERMINATION FEES APPLY. CALL 1-888-779-7255.
","NO","1","Fuel Cells,Hydroelectric,Liquid Biofuel,Solar,Tidal - Ocean,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone E","Marathon Energy","350979","ELECTRIC","Fixed","Yes",".0927 kWh","Yes","12 Month(s)","Yes","CALCULATED UPON CANCELLATION","02/07/2022 12:11:22 PM","null","$0.0927 Is FIXED RATE FOR FEBRUARY 2022. TERMINATION FEES APPLY. CALL 1-888-779-7255.
","NO","1","Fuel Cells,Hydroelectric,Liquid Biofuel,Solar,Tidal - Ocean,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone E","Marathon Energy","350981","ELECTRIC","Fixed","Yes",".0881 kWh","Yes","24 Month(s)","Yes","CALCULATED UPON CANCELLATION","02/07/2022 12:12:14 PM","null","$0.0881 Is FIXED RATE FOR FEBRUARY 2022. TERMINATION FEES APPLY. CALL 1-888-779-7255.
","NO","1","Fuel Cells,Hydroelectric,Liquid Biofuel,Solar,Tidal - Ocean,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone E","New York State Electric & Gas Corporation","350467","ELECTRIC","Variable","Yes",".06909724 kWh","No","0 ","No","null","02/01/2022 08:45:17 AM","null","null","NO","0","null","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone E","Noco Electric, LLC.","349547","ELECTRIC","Variable","Yes",".057465 kWh","No","1 Month(s)","No","null","01/13/2022 03:17:57 PM","null","null","YES","0","null","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone E","Smart Energy Holdings, LLC","350828","ELECTRIC","Fixed","Yes",".097 kWh","Yes","36 Month(s)","No","null","02/03/2022 03:04:00 PM","null","null","NO","1","Fuel Cells,Hydroelectric,Liquid Biofuel,Solar,Tidal - Ocean,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone E","Source Power Company","350363","ELECTRIC","Variable","Yes",".0868 kWh","No","1 Month(s)","No","null","01/31/2022 12:02:49 PM","null","null","YES","0","null","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone F","Ambit New York, LLC","351096","ELECTRIC","Variable","Yes",".0947 kWh","No","1 Month(s)","No","null","02/08/2022 11:08:10 AM","null","Ambit&#39;s Guaranteed Savings Plan (GSP) provides a 1% annual savings compared to what the incumbent utility would have charged if you were a full-service customer for the same period. After 12 consecutive months on the GSP, you&#39;ll either save with Ambit or we&#39;ll mail a check for the difference.  
","YES","0","null","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone F","American Power & Gas, LLC","350795","ELECTRIC","Variable","Yes",".0699 kWh","Yes","48 Month(s)","No","null","02/03/2022 10:02:03 AM","null","Introductory rate with a variable rate thereafter plus 25% Guaranteed Rebate on average monthly supply charges after 12 months.","NO","0.5","Fuel Cells,Hydroelectric,Solar,Tidal - Ocean,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone F","City Power & Gas, LLC","351212","ELECTRIC","Fixed","Yes",".1224 kWh","Yes","12 Month(s)","No","null","02/09/2022 03:12:53 PM","null","Also covers Zone H","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone F","City Power & Gas, LLC","351213","ELECTRIC","Fixed","Yes",".1203 kWh","Yes","18 Month(s)","No","null","02/09/2022 03:13:06 PM","null","Also covers Zone H","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone F","City Power & Gas, LLC","351214","ELECTRIC","Fixed","Yes",".1186 kWh","Yes","24 Month(s)","No","null","02/09/2022 03:13:18 PM","null","Also covers Zone H","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone F","City Power & Gas, LLC","351215","ELECTRIC","Fixed","Yes",".1169 kWh","Yes","30 Month(s)","No","null","02/09/2022 03:13:33 PM","null","Also covers Zone H","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone F","City Power & Gas, LLC","351256","ELECTRIC","Fixed","Yes",".1159 kWh","Yes","12 Month(s)","No","null","02/09/2022 03:23:36 PM","null","Also covers Zone H","NO","0.6","Hydroelectric,Solar,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone F","City Power & Gas, LLC","351257","ELECTRIC","Fixed","Yes",".1138 kWh","Yes","18 Month(s)","No","null","02/09/2022 03:23:48 PM","null","Also covers Zone H","NO","0.6","Hydroelectric,Solar,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone F","City Power & Gas, LLC","351258","ELECTRIC","Fixed","Yes",".1121 kWh","Yes","24 Month(s)","No","null","02/09/2022 03:23:59 PM","null","Also covers Zone H","NO","0.6","Hydroelectric,Solar,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone F","City Power & Gas, LLC","351259","ELECTRIC","Fixed","Yes",".1104 kWh","Yes","30 Month(s)","No","null","02/09/2022 03:24:10 PM","null","Also covers Zone H","NO","0.6","Hydroelectric,Solar,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone F","CleanChoice Energy","350754","ELECTRIC","Fixed","Yes",".137 kWh","Yes","24 Month(s)","No","null","02/02/2022 03:31:51 PM","null","Choose 100% clean, pollution-free wind &amp; solar with CleanChoice Energy today. Sign up online at mycleanchoice.com/ny24 or call 1-800-260-0184.","NO","1","Solar,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone F","Energy Cooperative of New York","350558","ELECTRIC","Variable","Yes",".097336 kWh","No","0 Month(s)","No","null","02/01/2022 01:13:54 PM","null","null","YES","0","null","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone F","Energy Cooperative of New York","350566","ELECTRIC","Variable","Yes",".107336 kWh","Yes","0 Month(s)","No","null","02/01/2022 01:18:25 PM","null","null","NO","1","Hydroelectric,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone F","Just Energy","351048","ELECTRIC","Fixed","Yes",".0839 kWh","Yes","24 Month(s)","Yes","$50.00 Cancellation Fee if you called the utility- it will be waived if you called Just Energy","02/08/2022 04:14:17 AM","null","null","NO","1","Fuel Cells,Hydroelectric,Solar,Tidal - Ocean,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone F","Just Energy","351049","ELECTRIC","Fixed","Yes",".0819 kWh","Yes","36 Month(s)","Yes","$50.00 Cancellation Fee if you called the utility- it will be waived if you called Just Energy","02/08/2022 04:14:45 AM","null","null","NO","1","Fuel Cells,Hydroelectric,Solar,Tidal - Ocean,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone F","Marathon Energy","350982","ELECTRIC","Fixed","Yes",".112 kWh","Yes","6 Month(s)","Yes","CALCULATED UPON CANCELLATION","02/07/2022 12:15:18 PM","null","$0.1120 Is FIXED RATE FOR FEBRUARY 2022. TERMINATION FEES APPLY. CALL 1-888-779-7255.
","NO","1","Fuel Cells,Hydroelectric,Liquid Biofuel,Solar,Tidal - Ocean,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone F","Marathon Energy","350983","ELECTRIC","Fixed","Yes",".1243 kWh","Yes","12 Month(s)","Yes","CALCULATED UPON CANCELLATION","02/07/2022 12:15:52 PM","null","$0.1243 Is FIXED RATE FOR FEBRUARY 2022. TERMINATION FEES APPLY. CALL 1-888-779-7255.
","NO","1","Fuel Cells,Hydroelectric,Liquid Biofuel,Solar,Tidal - Ocean,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone F","Marathon Energy","350984","ELECTRIC","Fixed","Yes",".1168 kWh","Yes","24 Month(s)","Yes","CALCULATED UPON CANCELLATION","02/07/2022 12:16:28 PM","null","$0.1168 Is FIXED RATE FOR FEBRUARY 2022. TERMINATION FEES APPLY. CALL 1-888-779-7255.
","NO","1","Fuel Cells,Hydroelectric,Liquid Biofuel,Solar,Tidal - Ocean,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone F","New York Gas & Electric","350449","ELECTRIC","Variable","Yes",".0999 kWh","No","0 Month(s)","No","null","02/01/2022 03:43:51 AM","null","Power Flex Home Protect lets you stay flexible with a monthly electricity rate and rest easy with an included service plan - which covers the repair and/or replacement of covered parts of your HVAC and your home&#39;s internal electrical lines.","NO","0","null","YES","YES",
"New York State Electric & Gas Corporation","NYSEG in Zone F","New York State Electric & Gas Corporation","350466","ELECTRIC","Variable","Yes",".09984904 kWh","No","0 ","No","null","02/01/2022 08:44:24 AM","null","null","NO","0","null","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone F","Noco Electric, LLC.","349548","ELECTRIC","Variable","Yes",".080524 kWh","No","1 Month(s)","No","null","01/13/2022 03:18:11 PM","null","null","YES","0","null","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone F","Pay Less Energy, LLC","351293","ELECTRIC","Fixed","Yes",".1224 kWh","Yes","12 Month(s)","No","null","02/09/2022 03:44:08 PM","null","Also covers Zone H","NO","1","Hydroelectric,Solar,Wind","YES","NO",
